case,policy,state_id,phase,z1,z2,k1,k2,o1,o2,transient_probability,success_probability
5,0010,8,inspect2,0,0,U,U,N,N,1.0,0.0
5,0010,9,assemble,1,1,U,U,N,N,0.09999999999999998,0.9
5,0010,10,assemble,1,0,U,U,N,N,1.0,0.0
5,0010,11,assemble,0,1,U,U,N,N,1.0,0.0
5,0010,12,assemble,0,0,U,U,N,N,1.0,0.0
5,0010,13,known_bad,1,1,U,U,N,N,1.0,0.0
5,0010,14,known_bad,1,0,U,U,N,N,1.0,0.0
5,0010,15,known_bad,0,1,U,U,N,N,1.0,0.0
5,0010,16,known_bad,0,0,U,U,N,N,1.0,0.0
5,0011,0,prepare,-1,-1,M,M,M,M,1.0,0.0
5,0011,1,inspect1,1,1,U,U,N,N,1.0,0.0
5,0011,2,inspect1,1,0,U,U,N,N,1.0,0.0
5,0011,3,inspect1,0,1,U,U,N,N,1.0,0.0
5,0011,4,inspect1,0,0,U,U,N,N,1.0,0.0
5,0011,5,inspect2,1,1,U,U,N,N,1.0,0.0
5,0011,6,inspect2,1,0,U,U,N,N,1.0,0.0
5,0011,7,inspect2,0,1,U,U,N,N,1.0,0.0
5,0011,8,inspect2,0,0,U,U,N,N,1.0,0.0
5,0011,9,assemble,1,1,U,U,N,N,0.09999999999999998,0.9
5,0011,10,assemble,1,0,U,U,N,N,1.0,0.0
5,0011,11,assemble,0,1,U,U,N,N,1.0,0.0
5,0011,12,assemble,0,0,U,U,N,N,1.0,0.0
5,0011,13,known_bad,1,1,U,U,N,N,1.0,0.0
5,0011,14,known_bad,1,0,U,U,N,N,1.0,0.0
5,0011,15,known_bad,0,1,U,U,N,N,1.0,0.0
5,0011,16,known_bad,0,0,U,U,N,N,1.0,0.0
5,0011,17,inspect1,1,1,U,U,R,R,1.0,0.0
5,0011,18,inspect1,1,0,U,U,R,R,1.0,0.0
5,0011,19,inspect1,0,1,U,U,R,R,1.0,0.0
5,0011,20,inspect1,0,0,U,U,R,R,1.0,0.0
5,0011,21,inspect2,1,1,U,U,R,R,1.0,0.0
5,0011,22,inspect2,1,0,U,U,R,R,1.0,0.0
5,0011,23,inspect2,0,1,U,U,R,R,1.0,0.0
5,0011,24,inspect2,0,0,U,U,R,R,1.0,0.0
5,0011,25,assemble,1,1,U,U,R,R,0.09999999999999998,0.9
5,0011,26,assemble,1,0,U,U,R,R,1.0,0.0
5,0011,27,assemble,0,1,U,U,R,R,1.0,0.0
5,0011,28,assemble,0,0,U,U,R,R,1.0,0.0
5,0011,29,known_bad,1,1,U,U,R,R,1.0,0.0
5,0011,30,known_bad,1,0,U,U,R,R,1.0,0.0
5,0011,31,known_bad,0,1,U,U,R,R,1.0,0.0
5,0011,32,known_bad,0,0,U,U,R,R,1.0,0.0
5,0100,0,prepare,-1,-1,M,M,M,M,1.0,0.0
5,0100,1,inspect1,1,1,U,U,N,N,1.0,0.0
5,0100,2,inspect1,1,0,U,U,N,N,1.0,0.0
5,0100,3,inspect1,0,1,U,U,N,N,1.0,0.0
5,0100,4,inspect1,0,0,U,U,N,N,1.0,0.0
5,0100,5,inspect2,1,1,U,U,N,N,1.0,0.0
5,0100,6,inspect2,1,0,U,U,N,N,1.0,0.0
5,0100,7,inspect2,0,1,U,U,N,N,1.0,0.0
5,0100,8,inspect2,0,0,U,U,N,N,1.0,0.0
5,0100,9,assemble,1,1,U,G,N,N,0.09999999999999998,0.9
5,0100,10,prepare,1,-1,U,M,N,M,1.0,0.0
5,0100,11,assemble,0,1,U,G,N,N,1.0,0.0
5,0100,12,prepare,0,-1,U,M,N,M,1.0,0.0
5,0100,13,known_bad,1,1,U,G,N,N,1.0,0.0
5,0100,14,known_bad,0,1,U,G,N,N,1.0,0.0
5,0101,0,prepare,-1,-1,M,M,M,M,1.0,0.0
5,0101,1,inspect1,1,1,U,U,N,N,1.0,0.0
5,0101,2,inspect1,1,0,U,U,N,N,1.0,0.0
5,0101,3,inspect1,0,1,U,U,N,N,1.0,0.0
5,0101,4,inspect1,0,0,U,U,N,N,1.0,0.0
5,0101,5,inspect2,1,1,U,U,N,N,1.0,0.0
5,0101,6,inspect2,1,0,U,U,N,N,1.0,0.0
5,0101,7,inspect2,0,1,U,U,N,N,1.0,0.0
5,0101,8,inspect2,0,0,U,U,N,N,1.0,0.0
5,0101,9,assemble,1,1,U,G,N,N,0.09999999999999998,0.9
5,0101,10,prepare,1,-1,U,M,N,M,1.0,0.0
5,0101,11,assemble,0,1,U,G,N,N,1.0,0.0
5,0101,12,prepare,0,-1,U,M,N,M,1.0,0.0
5,0101,13,known_bad,1,1,U,G,N,N,1.0,0.0
5,0101,14,known_bad,0,1,U,G,N,N,1.0,0.0
5,0101,15,inspect1,1,1,U,U,R,R,1.0,0.0
5,0101,16,inspect1,0,1,U,U,R,R,1.0,0.0
5,0101,17,inspect2,1,1,U,U,R,R,1.0,0.0
5,0101,18,inspect2,0,1,U,U,R,R,1.0,0.0
5,0101,19,assemble,1,1,U,G,R,R,0.09999999999999998,0.9
5,0101,20,assemble,0,1,U,G,R,R,1.0,0.0
5,0101,21,known_bad,1,1,U,G,R,R,1.0,0.0
5,0101,22,known_bad,0,1,U,G,R,R,1.0,0.0
5,0110,0,prepare,-1,-1,M,M,M,M,1.0,0.0
5,0110,1,inspect1,1,1,U,U,N,N,1.0,0.0
5,0110,2,inspect1,1,0,U,U,N,N,1.0,0.0
5,0110,3,inspect1,0,1,U,U,N,N,1.0,0.0
5,0110,4,inspect1,0,0,U,U,N,N,1.0,0.0
5,0110,5,inspect2,1,1,U,U,N,N,1.0,0.0
5,0110,6,inspect2,1,0,U,U,N,N,1.0,0.0
5,0110,7,inspect2,0,1,U,U,N,N,1.0,0.0
5,0110,8,inspect2,0,0,U,U,N,N,1.0,0.0
5,0110,9,assemble,1,1,U,G,N,N,0.09999999999999998,0.9
5,0110,10,prepare,1,-1,U,M,N,M,1.0,0.0
5,0110,11,assemble,0,1,U,G,N,N,1.0,0.0
5,0110,12,prepare,0,-1,U,M,N,M,1.0,0.0
5,0110,13,known_bad,1,1,U,G,N,N,1.0,0.0
5,0110,14,known_bad,0,1,U,G,N,N,1.0,0.0
5,0111,0,prepare,-1,-1,M,M,M,M,1.0,0.0
5,0111,1,inspect1,1,1,U,U,N,N,1.0,0.0
5,0111,2,inspect1,1,0,U,U,N,N,1.0,0.0
5,0111,3,inspect1,0,1,U,U,N,N,1.0,0.0
5,0111,4,inspect1,0,0,U,U,N,N,1.0,0.0
5,0111,5,inspect2,1,1,U,U,N,N,1.0,0.0
5,0111,6,inspect2,1,0,U,U,N,N,1.0,0.0
5,0111,7,inspect2,0,1,U,U,N,N,1.0,0.0
5,0111,8,inspect2,0,0,U,U,N,N,1.0,0.0
5,0111,9,assemble,1,1,U,G,N,N,0.09999999999999998,0.9
5,0111,10,prepare,1,-1,U,M,N,M,1.0,0.0
5,0111,11,assemble,0,1,U,G,N,N,1.0,0.0
5,0111,12,prepare,0,-1,U,M,N,M,1.0,0.0
5,0111,13,known_bad,1,1,U,G,N,N,1.0,0.0
5,0111,14,known_bad,0,1,U,G,N,N,1.0,0.0
5,0111,15,inspect1,1,1,U,U,R,R,1.0,0.0
5,0111,16,inspect1,0,1,U,U,R,R,1.0,0.0
5,0111,17,inspect2,1,1,U,U,R,R,1.0,0.0
5,0111,18,inspect2,0,1,U,U,R,R,1.0,0.0
5,0111,19,assemble,1,1,U,G,R,R,0.09999999999999998,0.9
5,0111,20,assemble,0,1,U,G,R,R,1.0,0.0
5,0111,21,known_bad,1,1,U,G,R,R,1.0,0.0
5,0111,22,known_bad,0,1,U,G,R,R,1.0,0.0
5,1000,0,prepare,-1,-1,M,M,M,M,1.0,0.0
5,1000,1,inspect1,1,1,U,U,N,N,1.0,0.0
5,1000,2,inspect1,1,0,U,U,N,N,1.0,0.0
5,1000,3,inspect1,0,1,U,U,N,N,1.0,0.0
5,1000,4,inspect1,0,0,U,U,N,N,1.0,0.0
5,1000,5,inspect2,1,1,G,U,N,N,1.0,0.0
5,1000,6,inspect2,1,0,G,U,N,N,1.0,0.0
5,1000,7,prepare,-1,1,M,U,M,N,1.0,0.0
5,1000,8,prepare,-1,0,M,U,M,N,1.0,0.0
5,1000,9,assemble,1,1,G,U,N,N,0.09999999999999998,0.9
5,1000,10,assemble,1,0,G,U,N,N,1.0,0.0
5,1000,11,known_bad,1,1,G,U,N,N,1.0,0.0
5,1000,12,known_bad,1,0,G,U,N,N,1.0,0.0
5,1001,0,prepare,-1,-1,M,M,M,M,1.0,0.0
5,1001,1,inspect1,1,1,U,U,N,N,1.0,0.0
5,1001,2,inspect1,1,0,U,U,N,N,1.0,0.0
5,1001,3,inspect1,0,1,U,U,N,N,1.0,0.0
5,1001,4,inspect1,0,0,U,U,N,N,1.0,0.0
5,1001,5,inspect2,1,1,G,U,N,N,1.0,0.0
5,1001,6,inspect2,1,0,G,U,N,N,1.0,0.0
5,1001,7,prepare,-1,1,M,U,M,N,1.0,0.0
5,1001,8,prepare,-1,0,M,U,M,N,1.0,0.0
5,1001,9,assemble,1,1,G,U,N,N,0.09999999999999998,0.9
5,1001,10,assemble,1,0,G,U,N,N,1.0,0.0
5,1001,11,known_bad,1,1,G,U,N,N,1.0,0.0
5,1001,12,known_bad,1,0,G,U,N,N,1.0,0.0
5,1001,13,inspect1,1,1,U,U,R,R,1.0,0.0
5,1001,14,inspect1,1,0,U,U,R,R,1.0,0.0
5,1001,15,inspect2,1,1,G,U,R,R,1.0,0.0
5,1001,16,inspect2,1,0,G,U,R,R,1.0,0.0
5,1001,17,assemble,1,1,G,U,R,R,0.09999999999999998,0.9
5,1001,18,assemble,1,0,G,U,R,R,1.0,0.0
5,1001,19,known_bad,1,1,G,U,R,R,1.0,0.0
5,1001,20,known_bad,1,0,G,U,R,R,1.0,0.0
5,1010,0,prepare,-1,-1,M,M,M,M,1.0,0.0
5,1010,1,inspect1,1,1,U,U,N,N,1.0,0.0
5,1010,2,inspect1,1,0,U,U,N,N,1.0,0.0
5,1010,3,inspect1,0,1,U,U,N,N,1.0,0.0
5,1010,4,inspect1,0,0,U,U,N,N,1.0,0.0
5,1010,5,inspect2,1,1,G,U,N,N,1.0,0.0
5,1010,6,inspect2,1,0,G,U,N,N,1.0,0.0
5,1010,7,prepare,-1,1,M,U,M,N,1.0,0.0
5,1010,8,prepare,-1,0,M,U,M,N,1.0,0.0
5,1010,9,assemble,1,1,G,U,N,N,0.09999999999999998,0.9
5,1010,10,assemble,1,0,G,U,N,N,1.0,0.0
5,1010,11,known_bad,1,1,G,U,N,N,1.0,0.0
5,1010,12,known_bad,1,0,G,U,N,N,1.0,0.0
5,1011,0,prepare,-1,-1,M,M,M,M,1.0,0.0
5,1011,1,inspect1,1,1,U,U,N,N,1.0,0.0
5,1011,2,inspect1,1,0,U,U,N,N,1.0,0.0
5,1011,3,inspect1,0,1,U,U,N,N,1.0,0.0
5,1011,4,inspect1,0,0,U,U,N,N,1.0,0.0
5,1011,5,inspect2,1,1,G,U,N,N,1.0,0.0
5,1011,6,inspect2,1,0,G,U,N,N,1.0,0.0
5,1011,7,prepare,-1,1,M,U,M,N,1.0,0.0
5,1011,8,prepare,-1,0,M,U,M,N,1.0,0.0
5,1011,9,assemble,1,1,G,U,N,N,0.09999999999999998,0.9
5,1011,10,assemble,1,0,G,U,N,N,1.0,0.0
5,1011,11,known_bad,1,1,G,U,N,N,1.0,0.0
5,1011,12,known_bad,1,0,G,U,N,N,1.0,0.0
5,1011,13,inspect1,1,1,U,U,R,R,1.0,0.0
5,1011,14,inspect1,1,0,U,U,R,R,1.0,0.0
5,1011,15,inspect2,1,1,G,U,R,R,1.0,0.0
5,1011,16,inspect2,1,0,G,U,R,R,1.0,0.0
5,1011,17,assemble,1,1,G,U,R,R,0.09999999999999998,0.9
5,1011,18,assemble,1,0,G,U,R,R,1.0,0.0
5,1011,19,known_bad,1,1,G,U,R,R,1.0,0.0
5,1011,20,known_bad,1,0,G,U,R,R,1.0,0.0
5,1100,0,prepare,-1,-1,M,M,M,M,1.0,0.0
5,1100,1,inspect1,1,1,U,U,N,N,1.0,0.0
5,1100,2,inspect1,1,0,U,U,N,N,1.0,0.0
5,1100,3,inspect1,0,1,U,U,N,N,1.0,0.0
5,1100,4,inspect1,0,0,U,U,N,N,1.0,0.0
5,1100,5,inspect2,1,1,G,U,N,N,1.0,0.0
5,1100,6,inspect2,1,0,G,U,N,N,1.0,0.0
5,1100,7,prepare,-1,1,M,U,M,N,1.0,0.0
5,1100,8,prepare,-1,0,M,U,M,N,1.0,0.0
5,1100,9,assemble,1,1,G,G,N,N,0.09999999999999998,0.9
5,1100,10,prepare,1,-1,G,M,N,M,1.0,0.0
5,1100,11,known_bad,1,1,G,G,N,N,1.0,0.0
5,1100,12,inspect1,1,1,G,U,N,N,1.0,0.0
5,1100,13,inspect1,1,0,G,U,N,N,1.0,0.0
5,1101,0,prepare,-1,-1,M,M,M,M,1.0,0.0
5,1101,1,inspect1,1,1,U,U,N,N,1.0,0.0
5,1101,2,inspect1,1,0,U,U,N,N,1.0,0.0
5,1101,3,inspect1,0,1,U,U,N,N,1.0,0.0
5,1101,4,inspect1,0,0,U,U,N,N,1.0,0.0
5,1101,5,inspect2,1,1,G,U,N,N,1.0,0.0
5,1101,6,inspect2,1,0,G,U,N,N,1.0,0.0
5,1101,7,prepare,-1,1,M,U,M,N,1.0,0.0
5,1101,8,prepare,-1,0,M,U,M,N,1.0,0.0
5,1101,9,assemble,1,1,G,G,N,N,0.09999999999999998,0.9
5,1101,10,prepare,1,-1,G,M,N,M,1.0,0.0
5,1101,11,known_bad,1,1,G,G,N,N,1.0,0.0
5,1101,12,inspect1,1,1,G,U,N,N,1.0,0.0
5,1101,13,inspect1,1,0,G,U,N,N,1.0,0.0
5,1101,14,inspect1,1,1,U,U,R,R,1.0,0.0
5,1101,15,inspect2,1,1,G,U,R,R,1.0,0.0
5,1101,16,assemble,1,1,G,G,R,R,0.09999999999999998,0.9
5,1101,17,known_bad,1,1,G,G,R,R,1.0,0.0
5,1110,0,prepare,-1,-1,M,M,M,M,1.0,0.0
5,1110,1,inspect1,1,1,U,U,N,N,1.0,0.0
5,1110,2,inspect1,1,0,U,U,N,N,1.0,0.0
5,1110,3,inspect1,0,1,U,U,N,N,1.0,0.0
5,1110,4,inspect1,0,0,U,U,N,N,1.0,0.0
5,1110,5,inspect2,1,1,G,U,N,N,1.0,0.0
5,1110,6,inspect2,1,0,G,U,N,N,1.0,0.0
5,1110,7,prepare,-1,1,M,U,M,N,1.0,0.0
5,1110,8,prepare,-1,0,M,U,M,N,1.0,0.0
5,1110,9,assemble,1,1,G,G,N,N,0.09999999999999998,0.9
5,1110,10,prepare,1,-1,G,M,N,M,1.0,0.0
5,1110,11,known_bad,1,1,G,G,N,N,1.0,0.0
5,1110,12,inspect1,1,1,G,U,N,N,1.0,0.0
5,1110,13,inspect1,1,0,G,U,N,N,1.0,0.0
5,1111,0,prepare,-1,-1,M,M,M,M,1.0,0.0
5,1111,1,inspect1,1,1,U,U,N,N,1.0,0.0
5,1111,2,inspect1,1,0,U,U,N,N,1.0,0.0
5,1111,3,inspect1,0,1,U,U,N,N,1.0,0.0
5,1111,4,inspect1,0,0,U,U,N,N,1.0,0.0
5,1111,5,inspect2,1,1,G,U,N,N,1.0,0.0
5,1111,6,inspect2,1,0,G,U,N,N,1.0,0.0
5,1111,7,prepare,-1,1,M,U,M,N,1.0,0.0
5,1111,8,prepare,-1,0,M,U,M,N,1.0,0.0
5,1111,9,assemble,1,1,G,G,N,N,0.09999999999999998,0.9
5,1111,10,prepare,1,-1,G,M,N,M,1.0,0.0
5,1111,11,known_bad,1,1,G,G,N,N,1.0,0.0
5,1111,12,inspect1,1,1,G,U,N,N,1.0,0.0
5,1111,13,inspect1,1,0,G,U,N,N,1.0,0.0
5,1111,14,inspect1,1,1,U,U,R,R,1.0,0.0
5,1111,15,inspect2,1,1,G,U,R,R,1.0,0.0
5,1111,16,assemble,1,1,G,G,R,R,0.09999999999999998,0.9
5,1111,17,known_bad,1,1,G,G,R,R,1.0,0.0
6,0000,0,prepare,-1,-1,M,M,M,M,0.9999999999999999,0.0
6,0000,1,inspect1,1,1,U,U,N,N,1.0,0.0
6,0000,2,inspect1,1,0,U,U,N,N,1.0,0.0
6,0000,3,inspect1,0,1,U,U,N,N,1.0,0.0
6,0000,4,inspect1,0,0,U,U,N,N,1.0,0.0
6,0000,5,inspect2,1,1,U,U,N,N,1.0,0.0
6,0000,6,inspect2,1,0,U,U,N,N,1.0,0.0
6,0000,7,inspect2,0,1,U,U,N,N,1.0,0.0
6,0000,8,inspect2,0,0,U,U,N,N,1.0,0.0
6,0000,9,assemble,1,1,U,U,N,N,0.050000000000000044,0.95
6,0000,10,assemble,1,0,U,U,N,N,1.0,0.0
6,0000,11,assemble,0,1,U,U,N,N,1.0,0.0
6,0000,12,assemble,0,0,U,U,N,N,1.0,0.0
6,0000,13,known_bad,1,1,U,U,N,N,1.0,0.0
6,0000,14,known_bad,1,0,U,U,N,N,1.0,0.0
6,0000,15,known_bad,0,1,U,U,N,N,1.0,0.0
6,0000,16,known_bad,0,0,U,U,N,N,1.0,0.0
6,0001,0,prepare,-1,-1,M,M,M,M,0.9999999999999999,0.0
6,0001,1,inspect1,1,1,U,U,N,N,1.0,0.0
6,0001,2,inspect1,1,0,U,U,N,N,1.0,0.0
6,0001,3,inspect1,0,1,U,U,N,N,1.0,0.0
6,0001,4,inspect1,0,0,U,U,N,N,1.0,0.0
6,0001,5,inspect2,1,1,U,U,N,N,1.0,0.0
6,0001,6,inspect2,1,0,U,U,N,N,1.0,0.0
6,0001,7,inspect2,0,1,U,U,N,N,1.0,0.0
6,0001,8,inspect2,0,0,U,U,N,N,1.0,0.0
6,0001,9,assemble,1,1,U,U,N,N,0.050000000000000044,0.95
6,0001,10,assemble,1,0,U,U,N,N,1.0,0.0
6,0001,11,assemble,0,1,U,U,N,N,1.0,0.0
6,0001,12,assemble,0,0,U,U,N,N,1.0,0.0
6,0001,13,known_bad,1,1,U,U,N,N,1.0,0.0
6,0001,14,known_bad,1,0,U,U,N,N,1.0,0.0
6,0001,15,known_bad,0,1,U,U,N,N,1.0,0.0
6,0001,16,known_bad,0,0,U,U,N,N,1.0,0.0
6,0001,17,inspect1,1,1,U,U,R,R,1.0,0.0
6,0001,18,inspect1,1,0,U,U,R,R,1.0,0.0
6,0001,19,inspect1,0,1,U,U,R,R,1.0,0.0
6,0001,20,inspect1,0,0,U,U,R,R,1.0,0.0
6,0001,21,inspect2,1,1,U,U,R,R,1.0,0.0
6,0001,22,inspect2,1,0,U,U,R,R,1.0,0.0
6,0001,23,inspect2,0,1,U,U,R,R,1.0,0.0
6,0001,24,inspect2,0,0,U,U,R,R,1.0,0.0
6,0001,25,assemble,1,1,U,U,R,R,0.050000000000000044,0.95
6,0001,26,assemble,1,0,U,U,R,R,1.0,0.0
6,0001,27,assemble,0,1,U,U,R,R,1.0,0.0
6,0001,28,assemble,0,0,U,U,R,R,1.0,0.0
6,0001,29,known_bad,1,1,U,U,R,R,1.0,0.0
6,0001,30,known_bad,1,0,U,U,R,R,1.0,0.0
6,0001,31,known_bad,0,1,U,U,R,R,1.0,0.0
6,0001,32,known_bad,0,0,U,U,R,R,1.0,0.0
6,0010,0,prepare,-1,-1,M,M,M,M,0.9999999999999999,0.0
6,0010,1,inspect1,1,1,U,U,N,N,1.0,0.0
6,0010,2,inspect1,1,0,U,U,N,N,1.0,0.0
6,0010,3,inspect1,0,1,U,U,N,N,1.0,0.0
6,0010,4,inspect1,0,0,U,U,N,N,1.0,0.0
6,0010,5,inspect2,1,1,U,U,N,N,1.0,0.0
6,0010,6,inspect2,1,0,U,U,N,N,1.0,0.0
6,0010,7,inspect2,0,1,U,U,N,N,1.0,0.0
6,0010,8,inspect2,0,0,U,U,N,N,1.0,0.0
6,0010,9,assemble,1,1,U,U,N,N,0.050000000000000044,0.95
6,0010,10,assemble,1,0,U,U,N,N,1.0,0.0
6,0010,11,assemble,0,1,U,U,N,N,1.0,0.0
6,0010,12,assemble,0,0,U,U,N,N,1.0,0.0
6,0010,13,known_bad,1,1,U,U,N,N,1.0,0.0
6,0010,14,known_bad,1,0,U,U,N,N,1.0,0.0
6,0010,15,known_bad,0,1,U,U,N,N,1.0,0.0
6,0010,16,known_bad,0,0,U,U,N,N,1.0,0.0
6,0011,0,prepare,-1,-1,M,M,M,M,0.9999999999999999,0.0
6,0011,1,inspect1,1,1,U,U,N,N,1.0,0.0
6,0011,2,inspect1,1,0,U,U,N,N,1.0,0.0
6,0011,3,inspect1,0,1,U,U,N,N,1.0,0.0
6,0011,4,inspect1,0,0,U,U,N,N,1.0,0.0
6,0011,5,inspect2,1,1,U,U,N,N,1.0,0.0
6,0011,6,inspect2,1,0,U,U,N,N,1.0,0.0
6,0011,7,inspect2,0,1,U,U,N,N,1.0,0.0
6,0011,8,inspect2,0,0,U,U,N,N,1.0,0.0
6,0011,9,assemble,1,1,U,U,N,N,0.050000000000000044,0.95
6,0011,10,assemble,1,0,U,U,N,N,1.0,0.0
6,0011,11,assemble,0,1,U,U,N,N,1.0,0.0
6,0011,12,assemble,0,0,U,U,N,N,1.0,0.0
6,0011,13,known_bad,1,1,U,U,N,N,1.0,0.0
6,0011,14,known_bad,1,0,U,U,N,N,1.0,0.0
6,0011,15,known_bad,0,1,U,U,N,N,1.0,0.0
6,0011,16,known_bad,0,0,U,U,N,N,1.0,0.0
6,0011,17,inspect1,1,1,U,U,R,R,1.0,0.0
6,0011,18,inspect1,1,0,U,U,R,R,1.0,0.0
6,0011,19,inspect1,0,1,U,U,R,R,1.0,0.0
6,0011,20,inspect1,0,0,U,U,R,R,1.0,0.0
6,0011,21,inspect2,1,1,U,U,R,R,1.0,0.0
6,0011,22,inspect2,1,0,U,U,R,R,1.0,0.0
6,0011,23,inspect2,0,1,U,U,R,R,1.0,0.0
6,0011,24,inspect2,0,0,U,U,R,R,1.0,0.0
6,0011,25,assemble,1,1,U,U,R,R,0.050000000000000044,0.95
6,0011,26,assemble,1,0,U,U,R,R,1.0,0.0
6,0011,27,assemble,0,1,U,U,R,R,1.0,0.0
6,0011,28,assemble,0,0,U,U,R,R,1.0,0.0
6,0011,29,known_bad,1,1,U,U,R,R,1.0,0.0
6,0011,30,known_bad,1,0,U,U,R,R,1.0,0.0
6,0011,31,known_bad,0,1,U,U,R,R,1.0,0.0
6,0011,32,known_bad,0,0,U,U,R,R,1.0,0.0
6,0100,0,prepare,-1,-1,M,M,M,M,0.9999999999999999,0.0
6,0100,1,inspect1,1,1,U,U,N,N,1.0,0.0
6,0100,2,inspect1,1,0,U,U,N,N,1.0,0.0
6,0100,3,inspect1,0,1,U,U,N,N,1.0,0.0
6,0100,4,inspect1,0,0,U,U,N,N,1.0,0.0
6,0100,5,inspect2,1,1,U,U,N,N,1.0,0.0
6,0100,6,inspect2,1,0,U,U,N,N,1.0,0.0
6,0100,7,inspect2,0,1,U,U,N,N,1.0,0.0
6,0100,8,inspect2,0,0,U,U,N,N,1.0,0.0
6,0100,9,assemble,1,1,U,G,N,N,0.050000000000000044,0.95
6,0100,10,prepare,1,-1,U,M,N,M,1.0,0.0
6,0100,11,assemble,0,1,U,G,N,N,1.0,0.0
6,0100,12,prepare,0,-1,U,M,N,M,1.0,0.0
6,0100,13,known_bad,1,1,U,G,N,N,1.0,0.0
6,0100,14,known_bad,0,1,U,G,N,N,1.0,0.0
6,0101,0,prepare,-1,-1,M,M,M,M,0.9999999999999999,0.0
6,0101,1,inspect1,1,1,U,U,N,N,1.0,0.0
6,0101,2,inspect1,1,0,U,U,N,N,1.0,0.0
6,0101,3,inspect1,0,1,U,U,N,N,1.0,0.0
6,0101,4,inspect1,0,0,U,U,N,N,1.0,0.0
6,0101,5,inspect2,1,1,U,U,N,N,1.0,0.0
6,0101,6,inspect2,1,0,U,U,N,N,1.0,0.0
6,0101,7,inspect2,0,1,U,U,N,N,1.0,0.0
6,0101,8,inspect2,0,0,U,U,N,N,1.0,0.0
6,0101,9,assemble,1,1,U,G,N,N,0.050000000000000044,0.95
6,0101,10,prepare,1,-1,U,M,N,M,1.0,0.0
6,0101,11,assemble,0,1,U,G,N,N,1.0,0.0
6,0101,12,prepare,0,-1,U,M,N,M,1.0,0.0
6,0101,13,known_bad,1,1,U,G,N,N,1.0,0.0
6,0101,14,known_bad,0,1,U,G,N,N,1.0,0.0
6,0101,15,inspect1,1,1,U,U,R,R,1.0,0.0
6,0101,16,inspect1,0,1,U,U,R,R,1.0,0.0
6,0101,17,inspect2,1,1,U,U,R,R,1.0,0.0
6,0101,18,inspect2,0,1,U,U,R,R,1.0,0.0
6,0101,19,assemble,1,1,U,G,R,R,0.050000000000000044,0.95
6,0101,20,assemble,0,1,U,G,R,R,1.0,0.0
6,0101,21,known_bad,1,1,U,G,R,R,1.0,0.0
6,0101,22,known_bad,0,1,U,G,R,R,1.0,0.0
6,0110,0,prepare,-1,-1,M,M,M,M,0.9999999999999999,0.0
6,0110,1,inspect1,1,1,U,U,N,N,1.0,0.0
6,0110,2,inspect1,1,0,U,U,N,N,1.0,0.0
6,0110,3,inspect1,0,1,U,U,N,N,1.0,0.0
6,0110,4,inspect1,0,0,U,U,N,N,1.0,0.0
6,0110,5,inspect2,1,1,U,U,N,N,1.0,0.0
6,0110,6,inspect2,1,0,U,U,N,N,1.0,0.0
6,0110,7,inspect2,0,1,U,U,N,N,1.0,0.0
6,0110,8,inspect2,0,0,U,U,N,N,1.0,0.0
6,0110,9,assemble,1,1,U,G,N,N,0.050000000000000044,0.95
6,0110,10,prepare,1,-1,U,M,N,M,1.0,0.0
6,0110,11,assemble,0,1,U,G,N,N,1.0,0.0
6,0110,12,prepare,0,-1,U,M,N,M,1.0,0.0
6,0110,13,known_bad,1,1,U,G,N,N,1.0,0.0
6,0110,14,known_bad,0,1,U,G,N,N,1.0,0.0
6,0111,0,prepare,-1,-1,M,M,M,M,0.9999999999999999,0.0
6,0111,1,inspect1,1,1,U,U,N,N,1.0,0.0
6,0111,2,inspect1,1,0,U,U,N,N,1.0,0.0
6,0111,3,inspect1,0,1,U,U,N,N,1.0,0.0
6,0111,4,inspect1,0,0,U,U,N,N,1.0,0.0
6,0111,5,inspect2,1,1,U,U,N,N,1.0,0.0
6,0111,6,inspect2,1,0,U,U,N,N,1.0,0.0
6,0111,7,inspect2,0,1,U,U,N,N,1.0,0.0
6,0111,8,inspect2,0,0,U,U,N,N,1.0,0.0
6,0111,9,assemble,1,1,U,G,N,N,0.050000000000000044,0.95
6,0111,10,prepare,1,-1,U,M,N,M,1.0,0.0
6,0111,11,assemble,0,1,U,G,N,N,1.0,0.0
6,0111,12,prepare,0,-1,U,M,N,M,1.0,0.0
6,0111,13,known_bad,1,1,U,G,N,N,1.0,0.0
6,0111,14,known_bad,0,1,U,G,N,N,1.0,0.0
6,0111,15,inspect1,1,1,U,U,R,R,1.0,0.0
6,0111,16,inspect1,0,1,U,U,R,R,1.0,0.0
6,0111,17,inspect2,1,1,U,U,R,R,1.0,0.0
6,0111,18,inspect2,0,1,U,U,R,R,1.0,0.0
6,0111,19,assemble,1,1,U,G,R,R,0.050000000000000044,0.95
6,0111,20,assemble,0,1,U,G,R,R,1.0,0.0
6,0111,21,known_bad,1,1,U,G,R,R,1.0,0.0
6,0111,22,known_bad,0,1,U,G,R,R,1.0,0.0
6,1000,0,prepare,-1,-1,M,M,M,M,0.9999999999999999,0.0
6,1000,1,inspect1,1,1,U,U,N,N,1.0,0.0
6,1000,2,inspect1,1,0,U,U,N,N,1.0,0.0
6,1000,3,inspect1,0,1,U,U,N,N,1.0,0.0
6,1000,4,inspect1,0,0,U,U,N,N,1.0,0.0
